Gender,Season,DayNum,ID,y,p,route,model,capacity,block
M,2021,138,2021_1276_1411,1,0.9023285554850178,M_rankings,hist,128,cap_128
M,2021,138,2021_1325_1438,1,0.11978212887704698,M_rankings,hist,128,cap_128
M,2021,138,2021_1281_1328,0,0.49345242299035535,M_rankings,hist,128,cap_128
M,2021,138,2021_1140_1417,0,0.4806730940464376,M_rankings,hist,128,cap_128
M,2021,138,2021_1179_1425,0,0.36878823328753296,M_rankings,hist,128,cap_128
M,2021,139,2021_1116_1403,1,0.39473393620179414,M_rankings,hist,128,cap_128
M,2021,139,2021_1124_1458,1,0.831274889784446,M_rankings,hist,128,cap_128
M,2021,139,2021_1222_1353,1,0.8182501485587023,M_rankings,hist,128,cap_128
M,2021,139,2021_1228_1260,0,0.4570942973427622,M_rankings,hist,128,cap_128
M,2021,139,2021_1196_1331,0,0.848353551542969,M_rankings,hist,128,cap_128
M,2021,139,2021_1329_1333,0,0.6887529809088474,M_rankings,hist,128,cap_128
M,2021,139,2021_1393_1452,1,0.3960004292821744,M_rankings,hist,128,cap_128
M,2021,139,2021_1317_1437,0,0.3494793424287645,M_rankings,hist,128,cap_128
M,2021,140,2021_1104_1268,1,0.8086981441263843,M_rankings,hist,128,cap_128
M,2021,140,2021_1166_1325,1,0.7028739276578586,M_rankings,hist,128,cap_128
M,2021,140,2021_1160_1199,0,0.6876722135712254,M_rankings,hist,128,cap_128
M,2021,140,2021_1211_1328,1,0.8576404018046098,M_rankings,hist,128,cap_128
M,2021,140,2021_1261_1276,0,0.29971614477002034,M_rankings,hist,128,cap_128
M,2021,140,2021_1234_1332,0,0.7010146414636846,M_rankings,hist,128,cap_128
M,2021,140,2021_1101_1417,0,0.486940148849101,M_rankings,hist,128,cap_128
M,2021,140,2021_1242_1425,0,0.5431715850276562,M_rankings,hist,128,cap_128
M,2021,145,2021_1116_1331,1,0.8801127780629282,M_rankings,hist,128,cap_128
M,2021,145,2021_1124_1437,1,0.795752757376578,M_rankings,hist,128,cap_128
M,2021,145,2021_1222_1393,1,0.8457284117858611,M_rankings,hist,128,cap_128
M,2021,145,2021_1260_1333,0,0.8957592954588508,M_rankings,hist,128,cap_128
M,2021,146,2021_1166_1211,0,0.20188878745981004,M_rankings,hist,128,cap_128
M,2021,146,2021_1199_1276,0,0.2789894523224713,M_rankings,hist,128,cap_128
M,2021,146,2021_1104_1417,0,0.8239914568396315,M_rankings,hist,128,cap_128
M,2021,146,2021_1332_1425,0,0.3575321062721537,M_rankings,hist,128,cap_128
M,2021,147,2021_1116_1124,0,0.1677565242191889,M_rankings,hist,128,cap_128
M,2021,147,2021_1222_1333,1,0.8880809225158716,M_rankings,hist,128,cap_128
M,2021,148,2021_1211_1425,1,0.7843897323573541,M_rankings,hist,128,cap_128
M,2021,148,2021_1276_1417,0,0.8014156147220881,M_rankings,hist,128,cap_128
M,2021,152,2021_1124_1222,1,0.5456448129798851,M_rankings,hist,128,cap_128
M,2021,152,2021_1211_1417,1,0.8325041914259661,M_rankings,hist,128,cap_128
M,2021,154,2021_1124_1211,1,0.45642185789034967,M_rankings,hist,128,cap_128
M,2021,136,2021_1179_1455,1,0.8595174249686753,M_rankings,hist,256,cap_256
M,2021,136,2021_1111_1313,0,0.5819987432387366,M_rankings,hist,256,cap_256
M,2021,136,2021_1291_1411,0,0.7043262966600361,M_rankings,hist,256,cap_256
M,2021,136,2021_1277_1417,0,0.3338686560962808,M_rankings,hist,256,cap_256
M,2021,137,2021_1116_1159,1,0.7531615801398619,M_rankings,hist,256,cap_256
M,2021,137,2021_1124_1216,1,0.9093341936321516,M_rankings,hist,256,cap_256
M,2021,137,2021_1196_1439,1,0.471391678798858,M_rankings,hist,256,cap_256
M,2021,137,2021_1156_1222,0,0.08289776046211167,M_rankings,hist,256,cap_256
M,2021,137,2021_1180_1228,0,0.16626557377534756,M_rankings,hist,256,cap_256
M,2021,137,2021_1210_1260,0,0.19096270461935494,M_rankings,hist,256,cap_256
M,2021,137,2021_1317_1345,1,0.4206928020373588,M_rankings,hist,256,cap_256
M,2021,137,2021_1251_1329,0,0.29863997011480126,M_rankings,hist,256,cap_256
M,2021,137,2021_1326_1331,0,0.8803082426963581,M_rankings,hist,256,cap_256
M,2021,137,2021_1333_1397,1,0.13822090396393483,M_rankings,hist,256,cap_256
M,2021,137,2021_1155_1353,0,0.6382280455767536,M_rankings,hist,256,cap_256
M,2021,137,2021_1361_1393,0,0.6979810849500768,M_rankings,hist,256,cap_256
M,2021,137,2021_1403_1429,1,0.5949813428423333,M_rankings,hist,256,cap_256
M,2021,137,2021_1437_1457,1,0.8027087933127062,M_rankings,hist,256,cap_256
M,2021,137,2021_1287_1452,0,0.12716155586327726,M_rankings,hist,256,cap_256
M,2021,137,2021_1314_1458,0,0.5185432836708208,M_rankings,hist,256,cap_256
M,2021,138,2021_1101_1400,1,0.3111129445770635,M_rankings,hist,256,cap_256
M,2021,138,2021_1104_1233,1,0.8399472528503169,M_rankings,hist,256,cap_256
M,2021,138,2021_1160_1207,1,0.8991639419139786,M_rankings,hist,256,cap_256
M,2021,138,2021_1166_1364,1,0.8157306382045246,M_rankings,hist,256,cap_256
M,2021,138,2021_1199_1422,1,0.7375355948201281,M_rankings,hist,256,cap_256
M,2021,138,2021_1211_1313,1,0.9039496157474368,M_rankings,hist,256,cap_256
M,2021,138,2021_1213_1234,0,0.12135428598456643,M_rankings,hist,256,cap_256
M,2021,138,2021_1186_1242,0,0.12647782923059653,M_rankings,hist,256,cap_256
M,2021,138,2021_1261_1382,1,0.5420770197918175,M_rankings,hist,256,cap_256
M,2021,138,2021_1163_1268,0,0.6265274930720592,M_rankings,hist,256,cap_256
M,2021,138,2021_1276_1411,1,0.922594389137686,M_rankings,hist,256,cap_256
M,2021,138,2021_1325_1438,1,0.14148250868256457,M_rankings,hist,256,cap_256
M,2021,138,2021_1281_1328,0,0.5352322167605691,M_rankings,hist,256,cap_256
M,2021,138,2021_1140_1417,0,0.5512921393986696,M_rankings,hist,256,cap_256
M,2021,138,2021_1179_1425,0,0.42562859092089506,M_rankings,hist,256,cap_256
M,2021,139,2021_1116_1403,1,0.5954611478048782,M_rankings,hist,256,cap_256
M,2021,139,2021_1124_1458,1,0.8277090551016238,M_rankings,hist,256,cap_256
M,2021,139,2021_1222_1353,1,0.8163308945458827,M_rankings,hist,256,cap_256
M,2021,139,2021_1228_1260,0,0.5421771535265412,M_rankings,hist,256,cap_256
M,2021,139,2021_1196_1331,0,0.753332229131704,M_rankings,hist,256,cap_256
M,2021,139,2021_1329_1333,0,0.6207223307465504,M_rankings,hist,256,cap_256
M,2021,139,2021_1393_1452,1,0.39566591174065974,M_rankings,hist,256,cap_256
M,2021,139,2021_1317_1437,0,0.2191030920163372,M_rankings,hist,256,cap_256
M,2021,140,2021_1104_1268,1,0.7584690391215859,M_rankings,hist,256,cap_256
M,2021,140,2021_1166_1325,1,0.7052689922641394,M_rankings,hist,256,cap_256
M,2021,140,2021_1160_1199,0,0.6287212695172708,M_rankings,hist,256,cap_256
M,2021,140,2021_1211_1328,1,0.8781272060241979,M_rankings,hist,256,cap_256
M,2021,140,2021_1261_1276,0,0.3530054253756252,M_rankings,hist,256,cap_256
M,2021,140,2021_1234_1332,0,0.7301854002405597,M_rankings,hist,256,cap_256
M,2021,140,2021_1101_1417,0,0.3350980264195275,M_rankings,hist,256,cap_256
M,2021,140,2021_1242_1425,0,0.6226873924116587,M_rankings,hist,256,cap_256
M,2021,145,2021_1116_1331,1,0.8743263610899226,M_rankings,hist,256,cap_256
M,2021,145,2021_1124_1437,1,0.8491689177300045,M_rankings,hist,256,cap_256
M,2021,145,2021_1222_1393,1,0.8280629288580632,M_rankings,hist,256,cap_256
M,2021,145,2021_1260_1333,0,0.8588126364957219,M_rankings,hist,256,cap_256
M,2021,146,2021_1166_1211,0,0.2050727965035929,M_rankings,hist,256,cap_256
M,2021,146,2021_1199_1276,0,0.25673483402543384,M_rankings,hist,256,cap_256
M,2021,146,2021_1104_1417,0,0.7281459730063369,M_rankings,hist,256,cap_256
M,2021,146,2021_1332_1425,0,0.3301877721991409,M_rankings,hist,256,cap_256
M,2021,147,2021_1116_1124,0,0.1913858037938132,M_rankings,hist,256,cap_256
M,2021,147,2021_1222_1333,1,0.8685274082781768,M_rankings,hist,256,cap_256
M,2021,148,2021_1211_1425,1,0.8385249423497152,M_rankings,hist,256,cap_256
M,2021,148,2021_1276_1417,0,0.7848198995417834,M_rankings,hist,256,cap_256
M,2021,152,2021_1124_1222,1,0.5951474855513416,M_rankings,hist,256,cap_256
M,2021,152,2021_1211_1417,1,0.8458966735763759,M_rankings,hist,256,cap_256
M,2021,154,2021_1124_1211,1,0.44662585692404727,M_rankings,hist,256,cap_256
M,2016,134,2016_1192_1195,0,0.2856210480130394,M_common,logistic,32,cap_32
M,2016,134,2016_1435_1455,0,0.5180335026906171,M_common,logistic,32,cap_32
M,2016,135,2016_1221_1380,1,0.4720802248118228,M_common,logistic,32,cap_32
M,2016,135,2016_1276_1409,1,0.7912778669459496,M_common,logistic,32,cap_32
M,2016,136,2016_1114_1345,1,0.18225684515248464,M_common,logistic,32,cap_32
M,2016,136,2016_1139_1403,1,0.7228765593000737,M_common,logistic,32,cap_32
M,2016,136,2016_1160_1163,0,0.22803103855317985,M_common,logistic,32,cap_32
M,2016,136,2016_1181_1423,1,0.8321203518968181,M_common,logistic,32,cap_32
M,2016,136,2016_1211_1371,1,0.6999810345339608,M_common,logistic,32,cap_32
M,2016,136,2016_1151_1231,0,0.21199189503644855,M_common,logistic,32,cap_32
M,2016,136,2016_1233_1235,0,0.1777797157183682,M_common,logistic,32,cap_32
M,2016,136,2016_1122_1242,0,0.014332836111918323,M_common,logistic,32,cap_32
M,2016,136,2016_1246_1392,1,0.8633910888780503,M_common,logistic,32,cap_32
M,2016,136,2016_1138_1274,0,0.11867699751096966,M_common,logistic,32,cap_32
M,2016,136,2016_1195_1314,0,0.049371363106238575,M_common,logistic,32,cap_32
M,2016,136,2016_1344_1425,1,0.4696130168249686,M_common,logistic,32,cap_32
M,2016,136,2016_1201_1428,0,0.16064817329174796,M_common,logistic,32,cap_32
M,2016,136,2016_1214_1438,0,0.022118385466428803,M_common,logistic,32,cap_32
M,2016,136,2016_1112_1455,0,0.7351527872803432,M_common,logistic,32,cap_32
M,2016,136,2016_1124_1463,0,0.6330658374999782,M_common,logistic,32,cap_32
M,2016,137,2016_1143_1218,0,0.6190237632739599,M_common,logistic,32,cap_32
M,2016,137,2016_1234_1396,1,0.7852313958525172,M_common,logistic,32,cap_32
M,2016,137,2016_1268_1355,1,0.7755284200073351,M_common,logistic,32,cap_32
M,2016,137,2016_1277_1292,0,0.9402300664806125,M_common,logistic,32,cap_32
M,2016,137,2016_1320_1400,1,0.44845681003174526,M_common,logistic,32,cap_32
M,2016,137,2016_1276_1323,0,0.6873062261329312,M_common,logistic,32,cap_32
M,2016,137,2016_1167_1328,0,0.09682692620479566,M_common,logistic,32,cap_32
M,2016,137,2016_1221_1332,0,0.054496283179133964,M_common,logistic,32,cap_32
M,2016,137,2016_1372_1452,1,0.1555331304148922,M_common,logistic,32,cap_32
M,2016,137,2016_1153_1386,0,0.6279053953955818,M_common,logistic,32,cap_32
M,2016,137,2016_1173_1393,0,0.45852968142731987,M_common,logistic,32,cap_32
M,2016,137,2016_1401_1453,1,0.867541790786303,M_common,logistic,32,cap_32
M,2016,137,2016_1333_1433,0,0.22400126307209733,M_common,logistic,32,cap_32
M,2016,137,2016_1421_1437,0,0.08395108042958044,M_common,logistic,32,cap_32
M,2016,137,2016_1338_1458,0,0.47514230900120996,M_common,logistic,32,cap_32
M,2016,137,2016_1451_1462,0,0.14519569078038802,M_common,logistic,32,cap_32
M,2016,138,2016_1181_1463,1,0.7621693178791271,M_common,logistic,32,cap_32
M,2016,138,2016_1211_1428,1,0.48860010916484375,M_common,logistic,32,cap_32
M,2016,138,2016_1231_1246,1,0.3769822734867216,M_common,logistic,32,cap_32
M,2016,138,2016_1114_1235,0,0.35256585420176423,M_common,logistic,32,cap_32
M,2016,138,2016_1163_1242,0,0.24937729391397467,M_common,logistic,32,cap_32
M,2016,138,2016_1274_1455,1,0.5684625769239218,M_common,logistic,32,cap_32
M,2016,138,2016_1314_1344,1,0.8273295607090008,M_common,logistic,32,cap_32
M,2016,138,2016_1139_1438,0,0.4109011293727767,M_common,logistic,32,cap_32
M,2016,139,2016_1218_1268,0,0.30224451059619706,M_common,logistic,32,cap_32
M,2016,139,2016_1323_1372,1,0.5861224089752608,M_common,logistic,32,cap_32
M,2016,139,2016_1328_1433,1,0.5759054206751406,M_common,logistic,32,cap_32
M,2016,139,2016_1332_1386,1,0.6290350683091162,M_common,logistic,32,cap_32
M,2016,139,2016_1292_1393,0,0.1770602749909274,M_common,logistic,32,cap_32
M,2016,139,2016_1320_1401,0,0.2805071995936812,M_common,logistic,32,cap_32
M,2016,139,2016_1234_1437,0,0.32013758271950365,M_common,logistic,32,cap_32
M,2016,139,2016_1458_1462,1,0.5314804939667646,M_common,logistic,32,cap_32
M,2016,143,2016_1242_1268,1,0.7912947652682214,M_common,logistic,32,cap_32
M,2016,143,2016_1328_1401,1,0.5348650581792433,M_common,logistic,32,cap_32
M,2016,143,2016_1181_1332,0,0.6951186836171428,M_common,logistic,32,cap_32
M,2016,143,2016_1274_1437,0,0.3672411181013407,M_common,logistic,32,cap_32
M,2016,144,2016_1231_1314,0,0.4089995134962978,M_common,logistic,32,cap_32
M,2016,144,2016_1323_1458,1,0.34979835649018504,M_common,logistic,32,cap_32
M,2016,144,2016_1211_1393,0,0.5884146407024309,M_common,logistic,32,cap_32
M,2016,144,2016_1235_1438,0,0.3317002269693133,M_common,logistic,32,cap_32
M,2016,145,2016_1328_1332,1,0.5921247977261097,M_common,logistic,32,cap_32
M,2016,145,2016_1242_1437,0,0.6533563887263172,M_common,logistic,32,cap_32
M,2016,146,2016_1314_1323,1,0.7720108098339149,M_common,logistic,32,cap_32
M,2016,146,2016_1393_1438,1,0.3452593726452848,M_common,logistic,32,cap_32
M,2016,152,2016_1314_1393,1,0.7085019544621196,M_common,logistic,32,cap_32
M,2016,152,2016_1328_1437,0,0.3808968711975458,M_common,logistic,32,cap_32
M,2016,154,2016_1314_1437,0,0.5140900334925793,M_common,logistic,32,cap_32
M,2016,134,2016_1192_1195,0,0.16519787423865595,M_common,logistic,64,cap_64
M,2016,134,2016_1435_1455,0,0.7260297467678908,M_common,logistic,64,cap_64
M,2016,135,2016_1221_1380,1,0.6439971351261944,M_common,logistic,64,cap_64
M,2016,135,2016_1276_1409,1,0.8934417395795093,M_common,logistic,64,cap_64
M,2016,136,2016_1114_1345,1,0.18488108851990065,M_common,logistic,64,cap_64
M,2016,136,2016_1139_1403,1,0.8530281289785839,M_common,logistic,64,cap_64
M,2016,136,2016_1160_1163,0,0.2677979098653995,M_common,logistic,64,cap_64
M,2016,136,2016_1181_1423,1,0.9520399873717645,M_common,logistic,64,cap_64
M,2016,136,2016_1211_1371,1,0.8618138576204832,M_common,logistic,64,cap_64
M,2016,136,2016_1151_1231,0,0.13746149119460138,M_common,logistic,64,cap_64
M,2016,136,2016_1233_1235,0,0.046918267933633906,M_common,logistic,64,cap_64
M,2016,136,2016_1122_1242,0,0.011905751023735534,M_common,logistic,64,cap_64
M,2016,136,2016_1246_1392,1,0.9239764073958117,M_common,logistic,64,cap_64
M,2016,136,2016_1138_1274,0,0.05297584439154579,M_common,logistic,64,cap_64
M,2016,136,2016_1195_1314,0,0.058596970659402,M_common,logistic,64,cap_64
M,2016,136,2016_1344_1425,1,0.3622612511490532,M_common,logistic,64,cap_64
M,2016,136,2016_1201_1428,0,0.11124530191313164,M_common,logistic,64,cap_64
M,2016,136,2016_1214_1438,0,0.007983482843607781,M_common,logistic,64,cap_64
M,2016,136,2016_1112_1455,0,0.8622860954357666,M_common,logistic,64,cap_64
M,2016,136,2016_1124_1463,0,0.8189758328491896,M_common,logistic,64,cap_64
M,2016,137,2016_1143_1218,0,0.5695255481575696,M_common,logistic,64,cap_64
M,2016,137,2016_1234_1396,1,0.9139453748979669,M_common,logistic,64,cap_64
M,2016,137,2016_1268_1355,1,0.8996286967277978,M_common,logistic,64,cap_64
M,2016,137,2016_1277_1292,0,0.9401815089522998,M_common,logistic,64,cap_64
M,2016,137,2016_1320_1400,1,0.5647728111131995,M_common,logistic,64,cap_64
M,2016,137,2016_1276_1323,0,0.6036532606216256,M_common,logistic,64,cap_64
M,2016,137,2016_1167_1328,0,0.06069486216304909,M_common,logistic,64,cap_64
M,2016,137,2016_1221_1332,0,0.06601664232655585,M_common,logistic,64,cap_64
M,2016,137,2016_1372_1452,1,0.07956043496374482,M_common,logistic,64,cap_64
M,2016,137,2016_1153_1386,0,0.5505301385413941,M_common,logistic,64,cap_64
M,2016,137,2016_1173_1393,0,0.43022668606596204,M_common,logistic,64,cap_64
M,2016,137,2016_1401_1453,1,0.9185557081333948,M_common,logistic,64,cap_64
M,2016,137,2016_1333_1433,0,0.2107041038434423,M_common,logistic,64,cap_64
M,2016,137,2016_1421_1437,0,0.0231636960329632,M_common,logistic,64,cap_64
M,2016,137,2016_1338_1458,0,0.4060527921607364,M_common,logistic,64,cap_64
M,2016,137,2016_1451_1462,0,0.04403533141901922,M_common,logistic,64,cap_64
M,2016,138,2016_1181_1463,1,0.9489533220492387,M_common,logistic,64,cap_64
M,2016,138,2016_1211_1428,1,0.5910212418372974,M_common,logistic,64,cap_64
M,2016,138,2016_1231_1246,1,0.3166610807315404,M_common,logistic,64,cap_64
M,2016,138,2016_1114_1235,0,0.21978512862071842,M_common,logistic,64,cap_64
M,2016,138,2016_1163_1242,0,0.22559831063610142,M_common,logistic,64,cap_64
M,2016,138,2016_1274_1455,1,0.7894796691022739,M_common,logistic,64,cap_64
M,2016,138,2016_1314_1344,1,0.9125680255834148,M_common,logistic,64,cap_64
M,2016,138,2016_1139_1438,0,0.2866440299492836,M_common,logistic,64,cap_64
M,2016,139,2016_1218_1268,0,0.22953807130304593,M_common,logistic,64,cap_64
M,2016,139,2016_1323_1372,1,0.8972105282754014,M_common,logistic,64,cap_64
M,2016,139,2016_1328_1433,1,0.49571609006262707,M_common,logistic,64,cap_64
M,2016,139,2016_1332_1386,1,0.5863844342745317,M_common,logistic,64,cap_64
M,2016,139,2016_1292_1393,0,0.19301004437196095,M_common,logistic,64,cap_64
M,2016,139,2016_1320_1401,0,0.320542553041953,M_common,logistic,64,cap_64
M,2016,139,2016_1234_1437,0,0.3794230918095996,M_common,logistic,64,cap_64
M,2016,139,2016_1458_1462,1,0.5766872446333271,M_common,logistic,64,cap_64
M,2016,143,2016_1242_1268,1,0.7054310547927007,M_common,logistic,64,cap_64
M,2016,143,2016_1328_1401,1,0.41260663981663526,M_common,logistic,64,cap_64
M,2016,143,2016_1181_1332,0,0.8669990410006565,M_common,logistic,64,cap_64
M,2016,143,2016_1274_1437,0,0.40268120258279594,M_common,logistic,64,cap_64
M,2016,144,2016_1231_1314,0,0.4374218009355389,M_common,logistic,64,cap_64
M,2016,144,2016_1323_1458,1,0.378615321073279,M_common,logistic,64,cap_64
M,2016,144,2016_1211_1393,0,0.6954866357327676,M_common,logistic,64,cap_64
M,2016,144,2016_1235_1438,0,0.3259629611675605,M_common,logistic,64,cap_64
M,2016,145,2016_1328_1332,1,0.5324972787194517,M_common,logistic,64,cap_64
M,2016,145,2016_1242_1437,0,0.5817838871588945,M_common,logistic,64,cap_64
M,2016,146,2016_1314_1323,1,0.6725384189525938,M_common,logistic,64,cap_64
M,2016,146,2016_1393_1438,1,0.22536074779041687,M_common,logistic,64,cap_64
M,2016,152,2016_1314_1393,1,0.7117958826661346,M_common,logistic,64,cap_64
M,2016,152,2016_1328_1437,0,0.2659287724332536,M_common,logistic,64,cap_64
M,2016,154,2016_1314_1437,0,0.48367750956373007,M_common,logistic,64,cap_64
M,2016,134,2016_1192_1195,0,0.033308523305086324,M_common,logistic,128,cap_128
M,2016,134,2016_1435_1455,0,0.5722077255731475,M_common,logistic,128,cap_128
M,2016,135,2016_1221_1380,1,0.6922378827940376,M_common,logistic,128,cap_128
M,2016,135,2016_1276_1409,1,0.8840883505250701,M_common,logistic,128,cap_128
M,2016,136,2016_1114_1345,1,0.10028191459440272,M_common,logistic,128,cap_128
M,2016,136,2016_1139_1403,1,0.8470995805328925,M_common,logistic,128,cap_128
M,2016,136,2016_1160_1163,0,0.09901285314152558,M_common,logistic,128,cap_128
M,2016,136,2016_1181_1423,1,0.9809630810308962,M_common,logistic,128,cap_128
M,2016,136,2016_1211_1371,1,0.836815269295988,M_common,logistic,128,cap_128
M,2016,136,2016_1151_1231,0,0.09206743945977669,M_common,logistic,128,cap_128
M,2016,136,2016_1233_1235,0,0.01887325917695004,M_common,logistic,128,cap_128
M,2016,136,2016_1122_1242,0,0.016746064425265716,M_common,logistic,128,cap_128
M,2016,136,2016_1246_1392,1,0.9725965336490634,M_common,logistic,128,cap_128
M,2016,136,2016_1138_1274,0,0.1340788538624031,M_common,logistic,128,cap_128
M,2016,136,2016_1195_1314,0,0.03301870695855236,M_common,logistic,128,cap_128
M,2016,136,2016_1344_1425,1,0.4419825400474595,M_common,logistic,128,cap_128
M,2016,136,2016_1201_1428,0,0.08842186853032336,M_common,logistic,128,cap_128
M,2016,136,2016_1214_1438,0,0.0024474890495009838,M_common,logistic,128,cap_128
M,2016,136,2016_1112_1455,0,0.9099753331508136,M_common,logistic,128,cap_128
M,2016,136,2016_1124_1463,0,0.9420201704255776,M_common,logistic,128,cap_128
M,2016,137,2016_1143_1218,0,0.5506068135193152,M_common,logistic,128,cap_128
M,2016,137,2016_1234_1396,1,0.7307831892305717,M_common,logistic,128,cap_128
M,2016,137,2016_1268_1355,1,0.916060971416648,M_common,logistic,128,cap_128
M,2016,137,2016_1277_1292,0,0.9928405163456419,M_common,logistic,128,cap_128
M,2016,137,2016_1320_1400,1,0.5399431974846646,M_common,logistic,128,cap_128
M,2016,137,2016_1276_1323,0,0.3687183702635075,M_common,logistic,128,cap_128
M,2016,137,2016_1167_1328,0,0.03254749663045997,M_common,logistic,128,cap_128
M,2016,137,2016_1221_1332,0,0.06653063231686157,M_common,logistic,128,cap_128
M,2016,137,2016_1372_1452,1,0.016615917797451474,M_common,logistic,128,cap_128
M,2016,137,2016_1153_1386,0,0.6026327548952062,M_common,logistic,128,cap_128
M,2016,137,2016_1173_1393,0,0.36414285785738926,M_common,logistic,128,cap_128
M,2016,137,2016_1401_1453,1,0.9132432375552195,M_common,logistic,128,cap_128
M,2016,137,2016_1333_1433,0,0.1568543554479176,M_common,logistic,128,cap_128
M,2016,137,2016_1421_1437,0,0.02796109612818437,M_common,logistic,128,cap_128
M,2016,137,2016_1338_1458,0,0.492676448699685,M_common,logistic,128,cap_128
M,2016,137,2016_1451_1462,0,0.07059871843657689,M_common,logistic,128,cap_128
M,2016,138,2016_1181_1463,1,0.9699355535741735,M_common,logistic,128,cap_128
M,2016,138,2016_1211_1428,1,0.455737904327488,M_common,logistic,128,cap_128
M,2016,138,2016_1231_1246,1,0.09517162032061893,M_common,logistic,128,cap_128
M,2016,138,2016_1114_1235,0,0.039795139232218446,M_common,logistic,128,cap_128
M,2016,138,2016_1163_1242,0,0.47784918999580034,M_common,logistic,128,cap_128
M,2016,138,2016_1274_1455,1,0.8773987293325921,M_common,logistic,128,cap_128
M,2016,138,2016_1314_1344,1,0.9641766804828555,M_common,logistic,128,cap_128
M,2016,138,2016_1139_1438,0,0.049880035561153335,M_common,logistic,128,cap_128
M,2016,139,2016_1218_1268,0,0.03110685970523802,M_common,logistic,128,cap_128
M,2016,139,2016_1323_1372,1,0.980489592722228,M_common,logistic,128,cap_128
M,2016,139,2016_1328_1433,1,0.33732783581511677,M_common,logistic,128,cap_128
M,2016,139,2016_1332_1386,1,0.6796138254353727,M_common,logistic,128,cap_128
M,2016,139,2016_1292_1393,0,0.08201644815252945,M_common,logistic,128,cap_128
M,2016,139,2016_1320_1401,0,0.5083848225810397,M_common,logistic,128,cap_128
M,2016,139,2016_1234_1437,0,0.19413159021967136,M_common,logistic,128,cap_128
M,2016,139,2016_1458_1462,1,0.6012173590997731,M_common,logistic,128,cap_128
M,2016,143,2016_1242_1268,1,0.3683710184183908,M_common,logistic,128,cap_128
M,2016,143,2016_1328_1401,1,0.4581608175643816,M_common,logistic,128,cap_128
M,2016,143,2016_1181_1332,0,0.9082520225735722,M_common,logistic,128,cap_128
M,2016,143,2016_1274_1437,0,0.36179084977422027,M_common,logistic,128,cap_128
M,2016,144,2016_1231_1314,0,0.20639330907144132,M_common,logistic,128,cap_128
M,2016,144,2016_1323_1458,1,0.6937089859393222,M_common,logistic,128,cap_128
M,2016,144,2016_1211_1393,0,0.5749262163644737,M_common,logistic,128,cap_128
M,2016,144,2016_1235_1438,0,0.24630253340565278,M_common,logistic,128,cap_128
M,2016,145,2016_1328_1332,1,0.5082742825285571,M_common,logistic,128,cap_128
M,2016,145,2016_1242_1437,0,0.42267702750918423,M_common,logistic,128,cap_128
M,2016,146,2016_1314_1323,1,0.5286630384393889,M_common,logistic,128,cap_128
M,2016,146,2016_1393_1438,1,0.08657649290211822,M_common,logistic,128,cap_128
M,2016,152,2016_1314_1393,1,0.776170844356238,M_common,logistic,128,cap_128
M,2016,152,2016_1328_1437,0,0.25005067721253255,M_common,logistic,128,cap_128
M,2016,154,2016_1314_1437,0,0.6125260034240525,M_common,logistic,128,cap_128
M,2016,134,2016_1192_1195,0,0.04278932593928131,M_common,logistic,256,cap_256
M,2016,134,2016_1435_1455,0,0.5486105414306265,M_common,logistic,256,cap_256
M,2016,135,2016_1221_1380,1,0.7692091327432138,M_common,logistic,256,cap_256
M,2016,135,2016_1276_1409,1,0.9702433920551948,M_common,logistic,256,cap_256
M,2016,136,2016_1114_1345,1,0.009059710653102904,M_common,logistic,256,cap_256
M,2016,136,2016_1139_1403,1,0.5208603033035062,M_common,logistic,256,cap_256
M,2016,136,2016_1160_1163,0,0.02260963204971178,M_common,logistic,256,cap_256
M,2016,136,2016_1181_1423,1,0.9988312633973266,M_common,logistic,256,cap_256
M,2016,136,2016_1211_1371,1,0.9044947714979878,M_common,logistic,256,cap_256
M,2016,136,2016_1151_1231,0,0.010495065328693376,M_common,logistic,256,cap_256
M,2016,136,2016_1233_1235,0,0.012066679101554678,M_common,logistic,256,cap_256
M,2016,136,2016_1122_1242,0,0.020555542738617927,M_common,logistic,256,cap_256
M,2016,136,2016_1246_1392,1,0.917835669015911,M_common,logistic,256,cap_256
M,2016,136,2016_1138_1274,0,0.021759465001987666,M_common,logistic,256,cap_256
M,2016,136,2016_1195_1314,0,0.0011959258340147882,M_common,logistic,256,cap_256
M,2016,136,2016_1344_1425,1,0.3962991553964979,M_common,logistic,256,cap_256
M,2016,136,2016_1201_1428,0,0.0012861124310894478,M_common,logistic,256,cap_256
M,2016,136,2016_1214_1438,0,0.02086402861348735,M_common,logistic,256,cap_256
M,2016,136,2016_1112_1455,0,0.9860164127944845,M_common,logistic,256,cap_256
M,2016,136,2016_1124_1463,0,0.9944544446746897,M_common,logistic,256,cap_256
M,2016,137,2016_1143_1218,0,0.16569542858503938,M_common,logistic,256,cap_256
M,2016,137,2016_1234_1396,1,0.25515764445267747,M_common,logistic,256,cap_256
M,2016,137,2016_1268_1355,1,0.9959670847332068,M_common,logistic,256,cap_256
M,2016,137,2016_1277_1292,0,0.9997515258497762,M_common,logistic,256,cap_256
M,2016,137,2016_1320_1400,1,0.7346447002378445,M_common,logistic,256,cap_256
M,2016,137,2016_1276_1323,0,0.3332378174138007,M_common,logistic,256,cap_256
M,2016,137,2016_1167_1328,0,0.004012690215274617,M_common,logistic,256,cap_256
