TargetKey,Gender,Season,Team1ID,Team2ID,Team1Win,Team1Margin,OuterFoldID,InnerFoldID,Architecture,Universe,Model,RawPrediction,FeatureCount,BestIteration,Prediction,CalibrationMethod,DayNum,Team1ID_source,Team2ID_source,matchup__seed_gap_abs,matchup__seed_diff,SquaredError,Confidence,WrongAtHalf,ConfidentWrong,SeedGapBand,TournamentDayBand
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_M_2018,,separate_gender,rich,xgb_classifier,0.05640793591737747,120.0,189.0,0.05640793591737747,identity,137,1420,1438,15.0,15.0,0.890365983399704,0.9435920640826225,True,True,13+,rounds_1_2
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_Pooled_2018,,pooled_common,rich,ridge_margin,17.8023681640625,100.0,,0.9434206366803121,raw_platt,144,3124,3333,4.0,-4.0,0.8900424977142853,0.9434206366803121,True,True,3-5,rounds_3_4
W_2021_140_3116_3460,W,2021,3116,3460,0,-4,rich_W_2021,,separate_gender,rich,elastic_logistic,0.9430897571146488,45.0,,0.9430897571146488,identity,140,3116,3460,9.0,-9.0,0.8894182899745673,0.9430897571146488,True,True,9-12,rounds_3_4
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_W_2017,,separate_gender,rich,lgb_margin,16.775689926642215,49.0,285.0,0.9430097960179642,raw_platt,145,3268,3332,7.0,-7.0,0.8892674753858425,0.9430097960179642,True,True,6-8,rounds_3_4
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_M_2021,,separate_gender,rich,elastic_logistic,0.9428759720176458,60.0,,0.9428759720176458,identity,137,1326,1331,13.0,-13.0,0.8890150986082205,0.9428759720176458,True,True,13+,rounds_1_2
W_2016_146_3390_3449,W,2016,3390,3449,0,-9,rich_W_2016,,separate_gender,rich,torch_mlp,0.9417969472706318,31.0,52.0,0.9417969472706318,identity,146,3390,3449,3.0,-3.0,0.8869814898882812,0.9417969472706318,True,True,3-5,rounds_3_4
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_M_2016,,separate_gender,rich,constrained_ensemble,0.9411578473052215,,,0.9411578473052215,identity,137,1277,1292,13.0,-13.0,0.8857780935441986,0.9411578473052215,True,True,13+,rounds_1_2
W_2017_151_3163_3280,W,2017,3163,3280,0,-2,rich_Pooled_2017,,pooled_common,rich,ridge_margin,16.198244094848633,100.0,,0.9410524646211818,raw_platt,151,3163,3280,1.0,-1.0,0.8855797411696005,0.9410524646211818,True,True,1-2,semifinal
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_Pooled_2017,,pooled_common,rich,hist_classifier,0.940955841624713,120.0,300.0,0.940955841624713,identity,145,3268,3332,7.0,-7.0,0.885397895887672,0.940955841624713,True,True,6-8,rounds_3_4
M_2018_139_1277_1393,M,2018,1277,1393,0,-2,rich_Pooled_2018,,pooled_common,rich,hist_classifier,0.9404321809460359,120.0,300.0,0.9404321809460359,identity,139,1277,1393,8.0,-8.0,0.8844126869589175,0.9404321809460359,True,True,6-8,rounds_1_2
W_2017_146_3124_3280,W,2017,3124,3280,0,-9,rich_Pooled_2017,,pooled_common,rich,torch_mlp,0.9403789080679417,72.0,10.0,0.9403789080679417,identity,146,3124,3280,1.0,-1.0,0.8843124907390543,0.9403789080679417,True,True,1-2,rounds_3_4
W_2019_140_3235_3283,W,2019,3235,3283,0,-9,rich_Pooled_2019,,pooled_common,rich,torch_mlp,0.9398409761488438,72.0,12.0,0.9398409761488438,identity,140,3235,3283,8.0,-8.0,0.8833010604484115,0.9398409761488438,True,True,6-8,rounds_3_4
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_M_2016,,separate_gender,rich,lgb_margin,18.111811667055,94.0,175.0,0.9394567462899066,raw_platt,137,1277,1292,13.0,-13.0,0.8825789781496179,0.9394567462899066,True,True,13+,rounds_1_2
W_2016_147_3124_3333,W,2016,3124,3333,0,-3,rich_W_2016,,separate_gender,rich,constrained_ensemble,0.9394495455684861,,,0.9394495455684861,identity,147,3124,3333,1.0,-1.0,0.8825654486688351,0.9394495455684861,True,True,1-2,semifinal
W_2016_138_3274_3355,W,2016,3274,3355,0,-3,rich_W_2016,,separate_gender,rich,seed_logistic,0.8570588305592537,6.0,,0.9386643954464802,platt,138,3274,3355,7.0,-7.0,0.8810908472789061,0.9386643954464802,True,True,6-8,rounds_1_2
W_2016_138_3274_3355,W,2016,3274,3355,0,-3,rich_W_2016,,separate_gender,rich,elo_seed_logistic,0.8570297732949257,18.0,,0.9386155049960097,platt,138,3274,3355,7.0,-7.0,0.8809990662189142,0.9386155049960097,True,True,6-8,rounds_1_2
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_M_2018,,separate_gender,rich,torch_mlp,0.027693696320056915,72.0,12.0,0.06166675662642169,spline,137,1420,1438,15.0,15.0,0.8804692756199789,0.9383332433735783,True,True,13+,rounds_1_2
W_2021_140_3116_3460,W,2021,3116,3460,0,-4,rich_W_2021,,separate_gender,rich,xgb_classifier,0.9382113851606846,78.0,234.0,0.9382113851606846,identity,140,3116,3460,9.0,-9.0,0.8802406032451304,0.9382113851606846,True,True,9-12,rounds_3_4
W_2021_146_3268_3400,W,2021,3268,3400,0,-3,rich_Pooled_2021,,pooled_common,rich,hist_classifier,0.937974376967071,120.0,300.0,0.937974376967071,identity,146,3268,3400,4.0,-4.0,0.879795931846765,0.937974376967071,True,True,3-5,rounds_3_4
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_M_2021,,separate_gender,rich,constrained_ensemble,0.9370101023691555,,,0.9370101023691555,identity,137,1326,1331,13.0,-13.0,0.8779879319418553,0.9370101023691555,True,True,13+,rounds_1_2
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_Pooled_2017,,pooled_common,rich,tensorflow_mlp,0.936686996370554,72.0,10.0,0.936686996370554,identity,145,3268,3332,7.0,-7.0,0.8773825291696902,0.936686996370554,True,True,6-8,rounds_3_4
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_M_2018,,separate_gender,rich,lgb_classifier,0.06357598731118293,120.0,196.0,0.06357598731118293,identity,137,1420,1438,15.0,15.0,0.8768899315402258,0.936424012688817,True,True,13+,rounds_1_2
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_M_2021,,separate_gender,rich,lgb_classifier,0.9353891562331115,120.0,112.0,0.9353891562331115,identity,137,1326,1331,13.0,-13.0,0.8749528735984923,0.9353891562331115,True,True,13+,rounds_1_2
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_Pooled_2018,,pooled_common,rich,torch_mlp,0.9351781234145164,72.0,10.0,0.9351781234145164,identity,144,3124,3333,4.0,-4.0,0.8745581225130965,0.9351781234145164,True,True,3-5,rounds_3_4
W_2017_151_3163_3280,W,2017,3163,3280,0,-2,rich_Pooled_2017,,pooled_common,rich,xgb_margin,14.777787685394287,100.0,328.0,0.9345545677048834,raw_platt,151,3163,3280,1.0,-1.0,0.8733922400180616,0.9345545677048834,True,True,1-2,semifinal
M_2016_137_1372_1452,M,2016,1372,1452,1,14,rich_M_2016,,separate_gender,rich,hist_classifier,0.06583232951004331,105.0,300.0,0.06583232951004331,identity,137,1372,1452,11.0,11.0,0.8726692365886322,0.9341676704899566,True,True,9-12,rounds_1_2
W_2018_151_3163_3323,W,2018,3163,3323,0,-2,rich_Pooled_2018,,pooled_common,rich,ridge_margin,16.841394424438477,100.0,,0.9339219011294598,raw_platt,151,3163,3323,0.0,0.0,0.8722101174092646,0.9339219011294598,True,True,0,semifinal
W_2018_151_3163_3323,W,2018,3163,3323,0,-2,rich_W_2018,,separate_gender,rich,hist_classifier,0.9338860118406829,63.0,300.0,0.9338860118406829,identity,151,3163,3323,0.0,0.0,0.8721430831116961,0.9338860118406829,True,True,0,semifinal
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_Pooled_2021,,pooled_common,rich,constrained_ensemble,0.06619029096237564,,,0.06619029096237564,identity,151,3112,3163,2.0,2.0,0.8720005726929327,0.9338097090376244,True,True,1-2,semifinal
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_M_2016,,separate_gender,rich,xgb_margin,16.465381622314453,94.0,163.0,0.933024888618985,raw_platt,137,1277,1292,13.0,-13.0,0.8705354427824694,0.933024888618985,True,True,13+,rounds_1_2
M_2018_137_1267_1455,M,2018,1267,1455,1,6,rich_M_2018,,separate_gender,rich,ridge_margin,-12.71875,100.0,,0.066989071801498,raw_platt,137,1267,1455,9.0,9.0,0.8705093921378302,0.933010928198502,True,True,9-12,rounds_1_2
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_W_2021,,separate_gender,rich,lgb_margin,-17.685927277158136,70.0,303.0,0.06806810362098063,raw_platt,151,3112,3163,2.0,2.0,0.8684970594885953,0.9319318963790194,True,True,1-2,semifinal
M_2018_137_1267_1455,M,2018,1267,1455,1,6,rich_Pooled_2018,,pooled_common,rich,ridge_margin,-13.760046005249023,100.0,,0.06813555992294255,raw_platt,137,1267,1455,9.0,9.0,0.8683713346801278,0.9318644400770575,True,True,9-12,rounds_1_2
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_W_2021,,separate_gender,rich,xgb_classifier,0.06848178058862686,78.0,234.0,0.06848178058862686,identity,151,3112,3163,2.0,2.0,0.867726193095335,0.9315182194113731,True,True,1-2,semifinal
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_partial_W_2021,,partial_pooling,rich,partial_pooling_ensemble,0.06854764552641468,,,0.06854764552641468,component_calibrated_linear_pool,151,3112,3163,2.0,2.0,0.8676034886543856,0.9314523544735853,True,True,1-2,semifinal
W_2017_140_3181_3332,W,2017,3181,3332,0,-9,rich_Pooled_2017,,pooled_common,rich,lgb_classifier,0.9310816368811314,120.0,496.0,0.9310816368811314,identity,140,3181,3332,8.0,-8.0,0.8669130145372471,0.9310816368811314,True,True,6-8,rounds_3_4
W_2021_140_3116_3460,W,2021,3116,3460,0,-4,rich_W_2021,,separate_gender,rich,tensorflow_mlp,0.9307703971862793,52.0,10.0,0.9307703971862793,identity,140,3116,3460,9.0,-9.0,0.8663335322783041,0.9307703971862793,True,True,9-12,rounds_3_4
W_2017_151_3163_3280,W,2017,3163,3280,0,-2,rich_Pooled_2017,,pooled_common,rich,torch_mlp,0.9306018985807896,72.0,10.0,0.9306018985807896,identity,151,3163,3280,1.0,-1.0,0.8660198936421701,0.9306018985807896,True,True,1-2,semifinal
W_2018_140_3138_3199,W,2018,3138,3199,1,21,rich_W_2018,,separate_gender,rich,ridge_margin,-14.419415473937988,56.0,,0.06987490860752499,raw_platt,140,3138,3199,8.0,8.0,0.8651326856378599,0.930125091392475,True,True,6-8,rounds_3_4
M_2017_137_1374_1425,M,2017,1374,1425,0,-1,rich_Pooled_2017,,pooled_common,rich,torch_mlp,0.9300120733678341,72.0,10.0,0.9300120733678341,identity,137,1374,1425,5.0,-5.0,0.8649224566099376,0.9300120733678341,True,True,3-5,rounds_1_2
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_Pooled_2021,,pooled_common,rich,seed_logistic,0.9292540773749352,7.0,,0.9292540773749352,identity,137,1326,1331,13.0,-13.0,0.8635131403179419,0.9292540773749352,True,True,13+,rounds_1_2
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_Pooled_2021,,pooled_common,rich,elo_seed_logistic,0.9291595593094826,19.0,,0.9291595593094826,identity,137,1326,1331,13.0,-13.0,0.8633374866561918,0.9291595593094826,True,True,13+,rounds_1_2
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_W_2016,,separate_gender,rich,lgb_classifier,0.9286055092221963,47.0,156.0,0.9286055092221963,identity,140,3268,3449,5.0,-5.0,0.8623081917578145,0.9286055092221963,True,True,3-5,rounds_3_4
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_Pooled_2021,,pooled_common,rich,lgb_classifier,0.928501366626109,120.0,301.0,0.928501366626109,identity,137,1326,1331,13.0,-13.0,0.8621147878265522,0.928501366626109,True,True,13+,rounds_1_2
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_M_2018,,separate_gender,rich,elo_seed_logistic,0.07154515385627747,18.0,,0.07154515385627747,identity,137,1420,1438,15.0,15.0,0.8620284013277635,0.9284548461437225,True,True,13+,rounds_1_2
W_2016_144_3326_3397,W,2016,3326,3397,0,-16,rich_W_2016,,separate_gender,rich,tensorflow_mlp,0.9284523278474808,31.0,25.0,0.9284523278474808,identity,144,3326,3397,4.0,-4.0,0.8620237250854059,0.9284523278474808,True,True,3-5,rounds_3_4
M_2018_137_1420_1438,M,2018,1420,1438,1,20,rich_M_2018,,separate_gender,rich,seed_logistic,0.07159227877855301,6.0,,0.07159227877855301,identity,137,1420,1438,15.0,15.0,0.8619408968236,0.928407721221447,True,True,13+,rounds_1_2
W_2018_140_3141_3326,W,2018,3141,3326,1,17,rich_W_2018,,separate_gender,rich,hist_classifier,0.0721493049511,63.0,300.0,0.0721493049511,identity,140,3141,3326,8.0,8.0,0.8609069123027269,0.9278506950489,True,True,6-8,rounds_3_4
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_M_2016,,separate_gender,rich,ridge_margin,17.134440422058105,94.0,,0.9278240952474047,raw_platt,137,1277,1292,13.0,-13.0,0.8608575517216651,0.9278240952474047,True,True,13+,rounds_1_2
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_W_2021,,separate_gender,rich,hist_classifier,0.016018232573258726,78.0,300.0,0.07230417672527213,temperature,151,3112,3163,2.0,2.0,0.8606195405213751,0.9276958232747279,True,True,1-2,semifinal
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_Pooled_2017,,pooled_common,rich,xgb_margin,14.135486602783203,100.0,328.0,0.9272929977064157,raw_platt,145,3268,3332,7.0,-7.0,0.8598723035953507,0.9272929977064157,True,True,6-8,rounds_3_4
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_M_2016,,separate_gender,rich,elastic_logistic,0.9271255545318127,60.0,,0.9271255545318127,identity,137,1277,1292,13.0,-13.0,0.8595617938659211,0.9271255545318127,True,True,13+,rounds_1_2
W_2017_140_3181_3332,W,2017,3181,3332,0,-9,rich_Pooled_2017,,pooled_common,rich,xgb_margin,14.116767883300781,100.0,328.0,0.9270706141025596,raw_platt,140,3181,3332,8.0,-8.0,0.859459923532497,0.9270706141025596,True,True,6-8,rounds_3_4
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_W_2021,,separate_gender,rich,constrained_ensemble,0.07323489515501565,,,0.07323489515501565,identity,151,3112,3163,2.0,2.0,0.8588935595583348,0.9267651048449843,True,True,1-2,semifinal
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_Pooled_2021,,pooled_common,rich,tensorflow_mlp,0.9267141073942184,72.0,10.0,0.9267141073942184,identity,137,1326,1331,13.0,-13.0,0.858799036843463,0.9267141073942184,True,True,13+,rounds_1_2
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_Pooled_2021,,pooled_common,rich,lgb_classifier,0.07351465245660282,120.0,301.0,0.07351465245660282,identity,151,3112,3163,2.0,2.0,0.8583750992126095,0.9264853475433972,True,True,1-2,semifinal
M_2018_137_1267_1455,M,2018,1267,1455,1,6,rich_M_2018,,separate_gender,rich,lgb_classifier,0.07363960596864587,120.0,196.0,0.07363960596864587,identity,137,1267,1455,9.0,9.0,0.8581435796299257,0.9263603940313542,True,True,9-12,rounds_1_2
W_2019_140_3235_3283,W,2019,3235,3283,0,-9,rich_W_2019,,separate_gender,rich,elastic_logistic,0.9262127913534641,40.0,,0.9262127913534641,identity,140,3235,3283,8.0,-8.0,0.8578701348667757,0.9262127913534641,True,True,6-8,rounds_3_4
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_W_2018,,separate_gender,rich,tensorflow_mlp,0.9256431274116039,42.0,10.0,0.9256431274116039,identity,144,3124,3333,4.0,-4.0,0.8568151993243348,0.9256431274116039,True,True,3-5,rounds_3_4
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_Pooled_2018,,pooled_common,rich,constrained_ensemble,0.9255806014849122,,,0.9255806014849122,identity,144,3124,3333,4.0,-4.0,0.8566994498451718,0.9255806014849122,True,True,3-5,rounds_3_4
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_W_2018,,separate_gender,rich,torch_mlp,0.9251534715294838,42.0,10.0,0.9251534715294838,identity,144,3124,3333,4.0,-4.0,0.8559089458830553,0.9251534715294838,True,True,3-5,rounds_3_4
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_M_2021,,separate_gender,rich,tensorflow_mlp,0.9251497238874435,72.0,19.0,0.9251497238874435,identity,137,1326,1331,13.0,-13.0,0.855902011609013,0.9251497238874435,True,True,13+,rounds_1_2
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_partial_W_2018,,partial_pooling,rich,partial_pooling_ensemble,0.9249863200654707,,,0.9249863200654707,component_calibrated_linear_pool,144,3124,3333,4.0,-4.0,0.8555996923082613,0.9249863200654707,True,True,3-5,rounds_3_4
W_2016_138_3328_3345,W,2016,3328,3345,1,16,rich_W_2016,,separate_gender,rich,torch_mlp,0.0758371651172638,31.0,52.0,0.0758371651172638,identity,138,3328,3345,5.0,-5.0,0.8540769453784955,0.9241628348827362,True,True,3-5,rounds_1_2
W_2017_151_3163_3280,W,2017,3163,3280,0,-2,rich_Pooled_2017,,pooled_common,rich,lgb_margin,13.799998617036044,100.0,255.0,0.9238886473738039,raw_platt,151,3163,3280,1.0,-1.0,0.853570232746197,0.9238886473738039,True,True,1-2,semifinal
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_Pooled_2016,,pooled_common,rich,seed_logistic,0.9236880801618099,7.0,,0.9236880801618099,identity,137,1277,1292,13.0,-13.0,0.8531996694330102,0.9236880801618099,True,True,13+,rounds_1_2
M_2016_137_1277_1292,M,2016,1277,1292,0,-9,rich_Pooled_2016,,pooled_common,rich,elo_seed_logistic,0.9236180558800697,19.0,,0.9236180558800697,identity,137,1277,1292,13.0,-13.0,0.8530703131476796,0.9236180558800697,True,True,13+,rounds_1_2
M_2018_137_1267_1455,M,2018,1267,1455,1,6,rich_M_2018,,separate_gender,rich,xgb_classifier,0.07652871310710907,120.0,189.0,0.07652871310710907,identity,137,1267,1455,9.0,9.0,0.8527992177156121,0.9234712868928909,True,True,9-12,rounds_1_2
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_W_2017,,separate_gender,rich,constrained_ensemble,0.9226727280745647,,,0.9226727280745647,identity,145,3268,3332,7.0,-7.0,0.8513249631325596,0.9226727280745647,True,True,6-8,rounds_3_4
M_2018_137_1267_1455,M,2018,1267,1455,1,6,rich_Pooled_2018,,pooled_common,rich,xgb_classifier,0.07737434655427933,120.0,224.0,0.07737434655427933,identity,137,1267,1455,9.0,9.0,0.851238096396143,0.9226256534457207,True,True,9-12,rounds_1_2
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_partial_W_2017,,partial_pooling,rich,partial_pooling_ensemble,0.9223550177797168,,,0.9223550177797168,component_calibrated_linear_pool,145,3268,3332,7.0,-7.0,0.8507387788234217,0.9223550177797168,True,True,6-8,rounds_3_4
W_2019_140_3235_3283,W,2019,3235,3283,0,-9,rich_Pooled_2019,,pooled_common,rich,xgb_classifier,0.9223158247768879,120.0,224.0,0.9223158247768879,identity,140,3235,3283,8.0,-8.0,0.850666480633871,0.9223158247768879,True,True,6-8,rounds_3_4
M_2018_137_1267_1455,M,2018,1267,1455,1,6,rich_M_2018,,separate_gender,rich,constrained_ensemble,0.07794214549016788,,,0.07794214549016788,identity,137,1267,1455,9.0,9.0,0.8501906870632747,0.9220578545098321,True,True,9-12,rounds_1_2
W_2018_140_3138_3199,W,2018,3138,3199,1,21,rich_W_2018,,separate_gender,rich,tensorflow_mlp,0.07803084328770638,42.0,10.0,0.07803084328770638,identity,140,3138,3199,8.0,8.0,0.8500271259287778,0.9219691567122936,True,True,6-8,rounds_3_4
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_Pooled_2018,,pooled_common,rich,xgb_margin,15.733015060424805,100.0,343.0,0.9218488093614567,raw_platt,144,3124,3333,4.0,-4.0,0.8498052273211354,0.9218488093614567,True,True,3-5,rounds_3_4
W_2017_140_3274_3346,W,2017,3274,3346,0,-7,rich_W_2017,,separate_gender,rich,constrained_ensemble,0.9214998134222151,,,0.9214998134222151,identity,140,3274,3346,8.0,-8.0,0.8491619061371772,0.9214998134222151,True,True,6-8,rounds_3_4
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_Pooled_2017,,pooled_common,rich,constrained_ensemble,0.9214018868951731,,,0.9214018868951731,identity,145,3268,3332,7.0,-7.0,0.8489814371739853,0.9214018868951731,True,True,6-8,rounds_3_4
W_2021_151_3112_3163,W,2021,3112,3163,1,10,rich_Pooled_2021,,pooled_common,rich,elastic_logistic,0.07885690405964851,60.0,,0.07885690405964851,identity,151,3112,3163,2.0,2.0,0.8485046031985756,0.9211430959403515,True,True,1-2,semifinal
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_Pooled_2017,,pooled_common,rich,ridge_margin,14.31104564666748,100.0,,0.9210251670715782,raw_platt,145,3268,3332,7.0,-7.0,0.8482873583792285,0.9210251670715782,True,True,6-8,rounds_3_4
W_2017_140_3274_3346,W,2017,3274,3346,0,-7,rich_W_2017,,separate_gender,rich,torch_mlp,0.9210130162537098,36.0,14.0,0.9210130162537098,identity,140,3274,3346,8.0,-8.0,0.8482649761087563,0.9210130162537098,True,True,6-8,rounds_3_4
W_2017_145_3268_3332,W,2017,3268,3332,0,-14,rich_Pooled_2017,,pooled_common,rich,lgb_classifier,0.920882597298305,120.0,496.0,0.920882597298305,identity,145,3268,3332,7.0,-7.0,0.8480247580068722,0.920882597298305,True,True,6-8,rounds_3_4
W_2019_138_3177_3283,W,2019,3177,3283,0,-11,rich_Pooled_2019,,pooled_common,rich,hist_classifier,0.9197495542363883,120.0,300.0,0.9197495542363883,identity,138,3177,3283,5.0,-5.0,0.8459392425180349,0.9197495542363883,True,True,3-5,rounds_1_2
W_2016_137_3107_3196,W,2016,3107,3196,1,2,rich_W_2016,,separate_gender,rich,hist_classifier,0.08057795057034531,47.0,300.0,0.08057795057034531,identity,137,3107,3196,7.0,7.0,0.8453369049774263,0.9194220494296547,True,True,6-8,rounds_1_2
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_Pooled_2018,,pooled_common,rich,xgb_classifier,0.9192650653421879,120.0,224.0,0.9192650653421879,identity,144,3124,3333,4.0,-4.0,0.8450482603585769,0.9192650653421879,True,True,3-5,rounds_3_4
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_W_2018,,separate_gender,rich,constrained_ensemble,0.9190967797125004,,,0.9190967797125004,identity,144,3124,3333,4.0,-4.0,0.8447388904778884,0.9190967797125004,True,True,3-5,rounds_3_4
W_2016_147_3124_3333,W,2016,3124,3333,0,-3,rich_Pooled_2016,,pooled_common,rich,tensorflow_mlp,0.9189721122384071,72.0,10.0,0.9189721122384071,identity,147,3124,3333,1.0,-1.0,0.8445097430719195,0.9189721122384071,True,True,1-2,semifinal
W_2016_140_3268_3449,W,2016,3268,3449,0,-9,rich_W_2016,,separate_gender,rich,elastic_logistic,0.9189125262200832,27.0,,0.9189125262200832,identity,140,3268,3449,5.0,-5.0,0.8444002308441751,0.9189125262200832,True,True,3-5,rounds_3_4
M_2018_137_1267_1455,M,2018,1267,1455,1,6,rich_M_2018,,separate_gender,rich,torch_mlp,0.09021998569369316,72.0,12.0,0.08161250858384725,spline,137,1267,1455,9.0,9.0,0.843435584389654,0.9183874914161527,True,True,9-12,rounds_1_2
W_2018_140_3138_3199,W,2018,3138,3199,1,21,rich_W_2018,,separate_gender,rich,xgb_margin,-13.842028141021729,56.0,363.0,0.08161292576321698,raw_platt,140,3138,3199,8.0,8.0,0.8434348181251984,0.918387074236783,True,True,6-8,rounds_3_4
W_2017_140_3274_3346,W,2017,3274,3346,0,-7,rich_Pooled_2017,,pooled_common,rich,lgb_margin,13.337210590692358,100.0,255.0,0.9179263822779066,raw_platt,140,3274,3346,8.0,-8.0,0.8425888432818055,0.9179263822779066,True,True,6-8,rounds_3_4
M_2021_138_1101_1400,M,2021,1101,1400,1,1,rich_Pooled_2021,,pooled_common,rich,torch_mlp,0.0822780467569828,72.0,16.0,0.0822780467569828,identity,138,1101,1400,11.0,11.0,0.8422135834641786,0.9177219532430172,True,True,9-12,rounds_1_2
W_2016_147_3124_3333,W,2016,3124,3333,0,-3,rich_W_2016,,separate_gender,rich,xgb_margin,10.724183559417725,42.0,281.0,0.9173949864522426,raw_platt,147,3124,3333,1.0,-1.0,0.8416135611677104,0.9173949864522426,True,True,1-2,semifinal
M_2016_137_1372_1452,M,2016,1372,1452,1,14,rich_Pooled_2016,,pooled_common,rich,hist_classifier,0.08338895714072499,120.0,300.0,0.08338895714072499,identity,137,1372,1452,11.0,11.0,0.8401758038915677,0.916611042859275,True,True,9-12,rounds_1_2
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_partial_M_2021,,partial_pooling,rich,partial_pooling_ensemble,0.9161852923591283,,,0.9161852923591283,component_calibrated_linear_pool,137,1326,1331,13.0,-13.0,0.8393954899351813,0.9161852923591283,True,True,13+,rounds_1_2
W_2016_147_3124_3333,W,2016,3124,3333,0,-3,rich_W_2016,,separate_gender,rich,ridge_margin,10.075835704803467,42.0,,0.915730108268449,raw_platt,147,3124,3333,1.0,-1.0,0.8385616311893453,0.915730108268449,True,True,1-2,semifinal
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_Pooled_2021,,pooled_common,rich,xgb_classifier,0.9156723506748676,120.0,92.0,0.9156723506748676,identity,137,1326,1331,13.0,-13.0,0.8384558537904377,0.9156723506748676,True,True,13+,rounds_1_2
W_2019_140_3235_3283,W,2019,3235,3283,0,-9,rich_W_2019,,separate_gender,rich,tensorflow_mlp,0.9152116924524307,47.0,10.0,0.9152116924524307,identity,140,3235,3283,8.0,-8.0,0.8376124420016426,0.9152116924524307,True,True,6-8,rounds_3_4
M_2021_137_1326_1331,M,2021,1326,1331,0,-3,rich_M_2021,,separate_gender,rich,xgb_classifier,0.9143156558275223,120.0,390.0,0.9143156558275223,identity,137,1326,1331,13.0,-13.0,0.8359731184913122,0.9143156558275223,True,True,13+,rounds_1_2
W_2017_151_3163_3280,W,2017,3163,3280,0,-2,rich_W_2017,,separate_gender,rich,ridge_margin,14.357352256774902,49.0,,0.9141141742864313,raw_platt,151,3163,3280,1.0,-1.0,0.8356047236313641,0.9141141742864313,True,True,1-2,semifinal
M_2019_137_1243_1414,M,2019,1243,1414,0,-6,rich_Pooled_2019,,pooled_common,rich,hist_classifier,0.9139599332463767,120.0,300.0,0.9139599332463767,identity,137,1243,1414,9.0,-9.0,0.8353227595797214,0.9139599332463767,True,True,9-12,rounds_1_2
W_2016_147_3124_3333,W,2016,3124,3333,0,-3,rich_W_2016,,separate_gender,rich,xgb_classifier,0.9138036482036114,47.0,281.0,0.9138036482036114,identity,147,3124,3333,1.0,-1.0,0.8350371074702295,0.9138036482036114,True,True,1-2,semifinal
W_2017_146_3124_3280,W,2017,3124,3280,0,-9,rich_W_2017,,separate_gender,rich,lgb_margin,14.056626228692863,49.0,285.0,0.9136909179418062,raw_platt,146,3124,3280,1.0,-1.0,0.8348310935293405,0.9136909179418062,True,True,1-2,rounds_3_4
W_2018_144_3124_3333,W,2018,3124,3333,0,-5,rich_Pooled_2018,,pooled_common,rich,lgb_margin,15.375785966231515,100.0,307.0,0.9134428638432773,raw_platt,144,3124,3333,4.0,-4.0,0.8343778655062081,0.9134428638432773,True,True,3-5,rounds_3_4
